binlog_stmt_cache_size,TRUE,integer,,4096-18446744073709547520,engine-default,dynamic,This variable determines the size of the cache for the binary log to hold nontransactional statements issued during a transaction.
block_encryption_mode,TRUE,string,,"aes-128-ecb, aes-192-ecb, aes-256-ecb, aes-128-cbc, aes-192-cbc, aes-256-cbc",engine-default,dynamic,This variable controls the block encryption mode for block-based algorithms such as AES. It affects encryption for AES_ENCRYPT() and AES_DECRYPT().
bulk_insert_buffer_size,TRUE,integer,,0-18446744073709547520,engine-default,dynamic,Limits the size of the MyISAM cache tree in bytes per thread.
character-set-client-handshake,TRUE,boolean,,"0, 1",engine-default,static,Don't ignore character set information sent by the client.
character_set_client,TRUE,string,,"big5, dec8, cp850, hp8, koi8r, latin1, latin2, swe7, ascii, ujis, sjis, hebrew, tis620, euckr, koi8u, gb2312, greek, cp1250, gbk, latin5, armscii8, utf8, cp866, keybcs2, macce, macroman, cp852, latin7, utf8mb4, cp1251, cp1256, cp1257, binary, geostd8, cp932, eucjpms",engine-default,dynamic,The character set for statements that arrive from the client.
character_set_connection,TRUE,string,,"big5, dec8, cp850, hp8, koi8r, latin1, latin2, swe7, ascii, ujis, sjis, hebrew, tis620, euckr, koi8u, gb2312, greek, cp1250, gbk, latin5, armscii8, utf8, ucs2, cp866, keybcs2, macce, macroman, cp852, latin7, utf8mb4, cp1251, utf16, cp1256, cp1257, utf32, binary, geostd8, cp932, eucjpms",engine-default,dynamic,The character set used for literals that do not have a character set introducer and for number-to-string conversion.
character_set_database,TRUE,string,,"big5, dec8, cp850, hp8, koi8r, latin1, latin2, swe7, ascii, ujis, sjis, hebrew, tis620, euckr, koi8u, gb2312, greek, cp1250, gbk, latin5, armscii8, utf8, ucs2, cp866, keybcs2, macce, macroman, cp852, latin7, utf8mb4, cp1251, utf16, cp1256, cp1257, utf32, binary, geostd8, cp932, eucjpms",engine-default,dynamic,The character set used by the default database.
character_set_filesystem,TRUE,string,,"big5, dec8, cp850, hp8, koi8r, latin1, latin2, swe7, ascii, ujis, sjis, hebrew, tis620, euckr, koi8u, gb2312, greek, cp1250, gbk, latin5, armscii8, utf8, ucs2, cp866, keybcs2, macce, macroman, cp852, latin7, utf8mb4, cp1251, utf16, cp1256, cp1257, utf32, binary, geostd8, cp932, eucjpms",engine-default,dynamic,The file system character set.
character_set_results,TRUE,string,,"big5, dec8, cp850, hp8, koi8r, latin1, latin2, swe7, ascii, ujis, sjis, hebrew, tis620, euckr, koi8u, gb2312, greek, cp1250, gbk, latin5, armscii8, utf8, ucs2, cp866, keybcs2, macce, macroman, cp852, latin7, utf8mb4, cp1251, utf16, cp1256, cp1257, utf32, binary, geostd8, cp932, eucjpms",engine-default,dynamic,The character set used for returning query results to the client.
character_set_server,TRUE,string,,"big5, dec8, cp850, hp8, koi8r, latin1, latin2, swe7, ascii, ujis, sjis, hebrew, tis620, euckr, koi8u, gb2312, greek, cp1250, gbk, latin5, armscii8, utf8, ucs2, cp866, keybcs2, macce, macroman, cp852, latin7, utf8mb4, cp1251, utf16, cp1256, cp1257, utf32, binary, geostd8, cp932, eucjpms",engine-default,dynamic,The server's default character set.
check_proxy_users,TRUE,boolean,,"0, 1",engine-default,dynamic,Controls whether the mysql_native_password and sha256_password built-in authentication plugins support proxy users.
collation_connection,TRUE,string,,"big5_chinese_ci, big5_bin, dec8_swedish_ci, dec8_bin, cp850_general_ci, cp850_bin, hp8_english_ci, hp8_bin, koi8r_general_ci, koi8r_bin, latin1_german1_ci, latin1_swedish_ci, latin1_danish_ci, latin1_german2_ci, latin1_bin, latin1_general_ci, latin1_general_cs, latin1_spanish_ci, latin2_czech_cs, latin2_general_ci, latin2_hungarian_ci, latin2_croatian_ci, latin2_bin, swe7_swedish_ci, swe7_bin, ascii_general_ci, ascii_bin, ujis_japanese_ci, ujis_bin, sjis_japanese_ci, sjis_bin, hebrew_general_ci, hebrew_bin, tis620_thai_ci, tis620_bin, euckr_korean_ci, euckr_bin, koi8u_general_ci, koi8u_bin, gb2312_chinese_ci, gb2312_bin, greek_general_ci, greek_bin, cp1250_general_ci, cp1250_czech_cs, cp1250_croatian_ci, cp1250_bin, cp1250_polish_ci, gbk_chinese_ci, gbk_bin, latin5_turkish_ci, latin5_bin, armscii8_general_ci, armscii8_bin, utf8_general_ci, utf8_bin, utf8_unicode_ci, utf8_icelandic_ci, utf8_latvian_ci, utf8_romanian_ci, utf8_slovenian_ci, utf8_polish_ci, utf8_estonian_ci, utf8_spanish_ci, utf8_swedish_ci, utf8_turkish_ci, utf8_czech_ci, utf8_danish_ci, utf8_lithuanian_ci, utf8_slovak_ci, utf8_spanish2_ci, utf8_roman_ci, utf8_persian_ci, utf8_esperanto_ci, utf8_hungarian_ci, utf8_sinhala_ci, ucs2_general_ci, ucs2_bin, ucs2_unicode_ci, ucs2_icelandic_ci, ucs2_latvian_ci, ucs2_romanian_ci, ucs2_slovenian_ci, ucs2_polish_ci, ucs2_estonian_ci, ucs2_spanish_ci, ucs2_swedish_ci, ucs2_turkish_ci, ucs2_czech_ci, ucs2_danish_ci, ucs2_lithuanian_ci, ucs2_slovak_ci, ucs2_spanish2_ci, ucs2_roman_ci, ucs2_persian_ci, ucs2_esperanto_ci, ucs2_hungarian_ci, ucs2_sinhala_ci, cp866_general_ci, cp866_bin, keybcs2_general_ci, keybcs2_bin, macce_general_ci, macce_bin, macroman_general_ci, macroman_bin, cp852_general_ci, cp852_bin, latin7_estonian_cs, latin7_general_ci, latin7_general_cs, latin7_bin, utf8mb4_general_ci, utf8mb4_bin, utf8mb4_unicode_ci, utf8mb4_icelandic_ci, utf8mb4_latvian_ci, utf8mb4_romanian_ci, utf8mb4_slovenian_ci, utf8mb4_polish_ci, utf8mb4_estonian_ci, utf8mb4_spanish_ci, utf8mb4_swedish_ci, utf8mb4_turkish_ci, utf8mb4_czech_ci, utf8mb4_danish_ci, utf8mb4_lithuanian_ci, utf8mb4_slovak_ci, utf8mb4_spanish2_ci, utf8mb4_roman_ci, utf8mb4_persian_ci, utf8mb4_esperanto_ci, utf8mb4_hungarian_ci, utf8mb4_sinhala_ci, cp1251_bulgarian_ci, cp1251_ukrainian_ci, cp1251_bin, cp1251_general_ci, cp1251_general_cs, utf16_general_ci, utf16_bin, utf16_unicode_ci, utf16_icelandic_ci, utf16_latvian_ci, utf16_romanian_ci, utf16_slovenian_ci, utf16_polish_ci, utf16_estonian_ci, utf16_spanish_ci, utf16_swedish_ci, utf16_turkish_ci, utf16_czech_ci, utf16_danish_ci, utf16_lithuanian_ci, utf16_slovak_ci, utf16_spanish2_ci, utf16_roman_ci, utf16_persian_ci, utf16_esperanto_ci, utf16_hungarian_ci, utf16_sinhala_ci, cp1256_general_ci, cp1256_bin, cp1257_lithuanian_ci, cp1257_bin, cp1257_general_ci, utf32_general_ci, utf32_bin, utf32_unicode_ci, utf32_icelandic_ci, utf32_latvian_ci, utf32_romanian_ci, utf32_slovenian_ci, utf32_polish_ci, utf32_estonian_ci, utf32_spanish_ci, utf32_swedish_ci, utf32_turkish_ci, utf32_czech_ci, utf32_danish_ci, utf32_lithuanian_ci, utf32_slovak_ci, utf32_spanish2_ci, utf32_roman_ci, utf32_persian_ci, utf32_esperanto_ci, utf32_hungarian_ci, utf32_sinhala_ci, binary, geostd8_general_ci, geostd8_bin, cp932_japanese_ci, cp932_bin, eucjpms_japanese_ci, eucjpms_bin",engine-default,dynamic,The collation of the connection character set.
collation_server,TRUE,string,,"big5_chinese_ci, big5_bin, dec8_swedish_ci, dec8_bin, cp850_general_ci, cp850_bin, hp8_english_ci, hp8_bin, koi8r_general_ci, koi8r_bin, latin1_german1_ci, latin1_swedish_ci, latin1_danish_ci, latin1_german2_ci, latin1_bin, latin1_general_ci, latin1_general_cs, latin1_spanish_ci, latin2_czech_cs, latin2_general_ci, latin2_hungarian_ci, latin2_croatian_ci, latin2_bin, swe7_swedish_ci, swe7_bin, ascii_general_ci, ascii_bin, ujis_japanese_ci, ujis_bin, sjis_japanese_ci, sjis_bin, hebrew_general_ci, hebrew_bin, tis620_thai_ci, tis620_bin, euckr_korean_ci, euckr_bin, koi8u_general_ci, koi8u_bin, gb2312_chinese_ci, gb2312_bin, greek_general_ci, greek_bin, cp1250_general_ci, cp1250_czech_cs, cp1250_croatian_ci, cp1250_bin, cp1250_polish_ci, gbk_chinese_ci, gbk_bin, latin5_turkish_ci, latin5_bin, armscii8_general_ci, armscii8_bin, utf8_general_ci, utf8_bin, utf8_unicode_ci, utf8_icelandic_ci, utf8_latvian_ci, utf8_romanian_ci, utf8_slovenian_ci, utf8_polish_ci, utf8_estonian_ci, utf8_spanish_ci, utf8_swedish_ci, utf8_turkish_ci, utf8_czech_ci, utf8_danish_ci, utf8_lithuanian_ci, utf8_slovak_ci, utf8_spanish2_ci, utf8_roman_ci, utf8_persian_ci, utf8_esperanto_ci, utf8_hungarian_ci, utf8_sinhala_ci, ucs2_general_ci, ucs2_bin, ucs2_unicode_ci, ucs2_icelandic_ci, ucs2_latvian_ci, ucs2_romanian_ci, ucs2_slovenian_ci, ucs2_polish_ci, ucs2_estonian_ci, ucs2_spanish_ci, ucs2_swedish_ci, ucs2_turkish_ci, ucs2_czech_ci, ucs2_danish_ci, ucs2_lithuanian_ci, ucs2_slovak_ci, ucs2_spanish2_ci, ucs2_roman_ci, ucs2_persian_ci, ucs2_esperanto_ci, ucs2_hungarian_ci, ucs2_sinhala_ci, cp866_general_ci, cp866_bin, keybcs2_general_ci, keybcs2_bin, macce_general_ci, macce_bin, macroman_general_ci, macroman_bin, cp852_general_ci, cp852_bin, latin7_estonian_cs, latin7_general_ci, latin7_general_cs, latin7_bin, utf8mb4_general_ci, utf8mb4_bin, utf8mb4_unicode_ci, utf8mb4_icelandic_ci, utf8mb4_latvian_ci, utf8mb4_romanian_ci, utf8mb4_slovenian_ci, utf8mb4_polish_ci, utf8mb4_estonian_ci, utf8mb4_spanish_ci, utf8mb4_swedish_ci, utf8mb4_turkish_ci, utf8mb4_czech_ci, utf8mb4_danish_ci, utf8mb4_lithuanian_ci, utf8mb4_slovak_ci, utf8mb4_spanish2_ci, utf8mb4_roman_ci, utf8mb4_persian_ci, utf8mb4_esperanto_ci, utf8mb4_hungarian_ci, utf8mb4_sinhala_ci, cp1251_bulgarian_ci, cp1251_ukrainian_ci, cp1251_bin, cp1251_general_ci, cp1251_general_cs, utf16_general_ci, utf16_bin, utf16_unicode_ci, utf16_icelandic_ci, utf16_latvian_ci, utf16_romanian_ci, utf16_slovenian_ci, utf16_polish_ci, utf16_estonian_ci, utf16_spanish_ci, utf16_swedish_ci, utf16_turkish_ci, utf16_czech_ci, utf16_danish_ci, utf16_lithuanian_ci, utf16_slovak_ci, utf16_spanish2_ci, utf16_roman_ci, utf16_persian_ci, utf16_esperanto_ci, utf16_hungarian_ci, utf16_sinhala_ci, cp1256_general_ci, cp1256_bin, cp1257_lithuanian_ci, cp1257_bin, cp1257_general_ci, utf32_general_ci, utf32_bin, utf32_unicode_ci, utf32_icelandic_ci, utf32_latvian_ci, utf32_romanian_ci, utf32_slovenian_ci, utf32_polish_ci, utf32_estonian_ci, utf32_spanish_ci, utf32_swedish_ci, utf32_turkish_ci, utf32_czech_ci, utf32_danish_ci, utf32_lithuanian_ci, utf32_slovak_ci, utf32_spanish2_ci, utf32_roman_ci, utf32_persian_ci, utf32_esperanto_ci, utf32_hungarian_ci, utf32_sinhala_ci, binary, geostd8_general_ci, geostd8_bin, cp932_japanese_ci, cp932_bin, eucjpms_japanese_ci, eucjpms_bin",engine-default,dynamic,The server's default collation.
completion_type,TRUE,integer,,0-2,engine-default,dynamic,"The transaction completion type (0 - default, 1 - chain, 2 - release)"
concurrent_insert,TRUE,integer,,0-2,engine-default,dynamic,Allows INSERT and SELECT statements to run concurrently for MyISAM tables that have no free blocks in the middle of the data file.
connect_timeout,TRUE,integer,,2-31536000,engine-default,dynamic,The number of seconds that the MySQLd server waits for a connect packet before responding with Bad handshake.
core-file,FALSE,boolean,,"0, 1",engine-default,static,Write a core file if mysqld dies.
datadir,FALSE,string,/rdsdbdata/db/,,system,static,MySQL data directory
default_authentication_plugin,FALSE,string,,"mysql_native_password, sha256_password",engine-default,static,The default authentication plugin
default_password_lifetime,TRUE,integer,0,0-65535,system,dynamic,Defines the global automatic password expiration policy.
default_storage_engine,FALSE,string,InnoDB,"InnoDB, MRG_MYISAM, BLACKHOLE, CSV, MEMORY, FEDERATED, ARCHIVE, MyISAM",system,dynamic,The default storage engine (table type).
default_time_zone,FALSE,string,,,engine-default,static,Server current time zone
default_tmp_storage_engine,FALSE,string,,,engine-default,dynamic,The default storage engine for TEMPORARY tables.
default_week_format,TRUE,integer,,0-7,engine-default,dynamic,The default mode value to use for the WEEK() function.
delay_key_write,TRUE,string,,"OFF, ON, ALL",engine-default,dynamic,Determines when keys are flushed for MyISAM tables
delayed_insert_limit,TRUE,integer,,1-9223372036854775807,engine-default,dynamic,"After inserting delayed_insert_limit delayed rows, the INSERT DELAYED handler thread checks whether there are any SELECT statements pending. If so, it allows them to execute before continuing to insert delayed rows."
delayed_insert_timeout,TRUE,integer,,1-31536000,engine-default,dynamic,How many seconds an INSERT DELAYED handler thread should wait for INSERT statements before terminating.
delayed_queue_size,TRUE,integer,,1-9223372036854775807,engine-default,dynamic,"If the queue becomes full, any client that issues an INSERT DELAYED statement waits until there is room in the queue again."
disabled_storage_engines,FALSE,string,,,engine-default,static,This variable indicates which storage engines cannot be used to create tables or tablespaces.
disconnect_on_expired_password,TRUE,boolean,,"0, 1",engine-default,static,Controls how the server handles clients with expired passwords:
div_precision_increment,TRUE,integer,,0-30,engine-default,dynamic,Number of digits by which to increase the scale of the result of division operations.
end_markers_in_json,TRUE,boolean,,"0, 1",engine-default,dynamic,Whether optimizer JSON output should add end markers.
enforce_gtid_consistency,TRUE,string,,"OFF, WARN, ON",engine-default,static,Prevents execution of statements that cannot be logged in a transactionally safe manner
eq_range_index_dive_limit,TRUE,integer,,0-4294967295,engine-default,dynamic,Number of equality ranges when the optimizer should switch from using index dives to index statistics.
event_scheduler,TRUE,string,,"ON, OFF",engine-default,dynamic,Indicates the status of the Event Scheduler
explicit_defaults_for_timestamp,TRUE,boolean,1,"0, 1",system,static,Needed for 5.6.7
flush,FALSE,boolean,,"0, 1",engine-default,dynamic,"If ON, the server flushes all changes to disk after each SQL statement."
flush_time,TRUE,integer,,0-31536000,engine-default,dynamic,Frees up resources and synchronize unflushed data to disk. Recommended only on systems with minimal resources.
ft_boolean_syntax,FALSE,string,,,engine-default,dynamic,The list of operators supported by boolean full-text searches
ft_max_word_len,TRUE,integer,,10-84,engine-default,static,Maximum length of the word to be included in a FULLTEXT index.
ft_min_word_len,TRUE,integer,,1-84,engine-default,static,Minimum length of the word to be included in a FULLTEXT index.
ft_query_expansion_limit,TRUE,integer,,0-1000,engine-default,static,Number of top matches to use for full-text searches performed using WITH QUERY EXPANSION.
ft_stopword_file,TRUE,string,,/dev/null,engine-default,static,"File for Full Search Stop Words. NULL uses Default, /dev/null to disable Stop Words"
general_log,TRUE,boolean,,"0, 1",engine-default,dynamic,Whether the general query log is enabled
general_log_file,FALSE,string,/rdsdbdata/log/general/mysql-general.log,,system,dynamic,Location of mysql general log.
group_concat_max_len,TRUE,integer,,4-18446744073709547520,engine-default,dynamic,Maximum allowed result length in bytes for the GROUP_CONCAT().
gtid-mode,TRUE,string,OFF_PERMISSIVE,"OFF, OFF_PERMISSIVE, ON_PERMISSIVE, ON",system,static,Controls whether GTID based logging is enabled and what type of transactions the logs can contain
gtid_executed_compression_period,TRUE,integer,,0-4294967295,engine-default,dynamic,Compress the mysql.gtid_executed table each time this many transactions have taken place.
gtid_purged,FALSE,string,,,engine-default,dynamic,The set of all GTIDs that have been purged from the binary log
host_cache_size,TRUE,integer,,0-65536,engine-default,dynamic,The size of the internal host cache.
init_connect,TRUE,string,,,engine-default,dynamic,String to be executed by the server for each client that connects.
innodb_adaptive_flushing,TRUE,boolean,,"0, 1",engine-default,dynamic,Enables InnoDB Adaptive Flushing (default=on for RDS)
innodb_adaptive_flushing_lwm,TRUE,integer,,0-70,engine-default,dynamic,Low water mark representing percentage of redo log capacity at which adaptive flushing is enabled.
innodb_adaptive_hash_index,TRUE,boolean,,"0, 1",engine-default,dynamic,Whether innodb adaptive hash indexes are enabled or disabled
innodb_adaptive_hash_index_parts,TRUE,integer,,1-512,engine-default,static,Partitions the adaptive hash index search system.
innodb_adaptive_max_sleep_delay,TRUE,integer,,0-1000000,engine-default,dynamic,Allows InnoDB to automatically adjust the value of innodb_thread_sleep_delay up or down according to the current workload.
innodb_autoextend_increment,TRUE,integer,,1-1000,engine-default,dynamic,The increment size (in MB) for extending the size of an auto-extending tablespace file when it becomes full
innodb_autoinc_lock_mode,TRUE,integer,,0-2,engine-default,static,The locking mode to use for generating auto-increment values
innodb_buffer_pool_chunk_size,TRUE,integer,,1048576-4294967295,engine-default,static,Defines the chunk size for online InnoDB buffer pool resizing operations.
innodb_buffer_pool_dump_at_shutdown,TRUE,boolean,,"0, 1",engine-default,dynamic,Specifies whether to record the pages cached in the InnoDB buffer pool when the MySQL server is shut down.
innodb_buffer_pool_dump_now,FALSE,boolean,,"0, 1",engine-default,dynamic,Immediately records the pages cached in the InnoDB buffer pool.
innodb_buffer_pool_dump_pct,TRUE,integer,,1-100,engine-default,dynamic,Specifies the percentage of the most recently used pages for each buffer pool to read out and dump.
innodb_buffer_pool_filename,FALSE,string,,,engine-default,dynamic,Specifies the file that holds the list of page numbers produced by innodb_buffer_pool_dump_at_shutdown or innodb_buffer_pool_dump_now.
innodb_buffer_pool_instances,TRUE,integer,,1-64,engine-default,static,The number of regions that the InnoDB buffer pool is divided into
innodb_buffer_pool_load_abort,FALSE,boolean,,"0, 1",engine-default,dynamic,Interrupts the process of restoring InnoDB buffer pool contents triggered by innodb_buffer_pool_load_at_startup or innodb_buffer_pool_load_now.
innodb_buffer_pool_load_at_startup,TRUE,boolean,,"0, 1",engine-default,static,"Specifies that, on MySQL server startup, the InnoDB buffer pool is automatically warmed up by loading the same pages it held at an earlier time."
innodb_buffer_pool_load_now,FALSE,boolean,,"0, 1",engine-default,dynamic,"Immediately warms up the InnoDB buffer pool by loading a set of data pages, without waiting for a server restart."
innodb_buffer_pool_size,TRUE,integer,2147483648,5242880-18446744073709551615,user,dynamic,The size in bytes of the memory buffer innodb uses to cache data and indexes of its tables
innodb_change_buffer_max_size,TRUE,integer,,0-50,engine-default,dynamic,"Maximum size for the InnoDB change buffer, as a percentage of the total size of the buffer pool."
innodb_change_buffering,TRUE,string,,"inserts, deletes, purges, changes, all, none",engine-default,dynamic,Controls InnoDB change buffering
innodb_checksum_algorithm,TRUE,string,,"crc32, innodb, none, strict_crc32, strict_innodb, strict_none",engine-default,dynamic,Specifies how to generate and verify the checksum stored in each disk block of each InnoDB tablespace.
innodb_cmp_per_index_enabled,TRUE,boolean,,"0, 1",engine-default,dynamic,Enables per-index compression-related statistics in the INFORMATION_SCHEMA.INNODB_CMP_PER_INDEX table.
innodb_commit_concurrency,TRUE,integer,,0-1000,engine-default,static,The number of threads that can commit at the same time.
innodb_compression_failure_threshold_pct,TRUE,integer,,0-100,engine-default,dynamic,Sets the cutoff point at which MySQL begins adding padding within compressed pages to avoid expensive compression failures.
innodb_compression_level,TRUE,integer,,0-9,engine-default,dynamic,Sets the cutoff point at which MySQL begins adding padding within compressed pages to avoid expensive compression failures.
innodb_compression_pad_pct_max,TRUE,integer,,0-75,engine-default,dynamic,"Specifies the maximum percentage that can be reserved as free space within each compressed page, allowing room to reorganize the data and modification log within the page when a compressed table or index is updated and the data might be recompressed."
innodb_concurrency_tickets,TRUE,integer,,1-4294967295,engine-default,dynamic,Number of times a thread can enter and leave Innodb before it is subject to innodb-thread-concurrency
innodb_data_home_dir,FALSE,string,/rdsdbdata/db/innodb,,system,static,Directory where innodb files are stored
innodb_deadlock_detect,TRUE,boolean,,"0, 1",engine-default,dynamic,This option is used to disable deadlock detection.
innodb_default_row_format,TRUE,string,,"DYNAMIC, COMPACT, REDUNDANT",engine-default,dynamic,Defines the default row format for InnoDB tables (including user-created InnoDB temporary tables).
innodb_disable_sort_file_cache,TRUE,boolean,,"0, 1",engine-default,dynamic,"If enabled, this variable disables the operating system file system cache for merge-sort temporary files."
innodb_fast_shutdown,TRUE,integer,,"0, 1, 2",engine-default,dynamic,The InnoDB shutdown mode
innodb_file_format,TRUE,string,,"Antelope, Barracuda",engine-default,dynamic,Sets InnoDB Plug-in default file format.
innodb_file_per_table,TRUE,boolean,1,"0, 1",system,dynamic,Use tablespaces or files for Innodb.
innodb_fill_factor,TRUE,integer,,10-100,engine-default,dynamic,"Defines the percentage of space on each B-tree page that is filled during a sorted index build, with the remaining space reserved for future index growth."
innodb_flush_log_at_timeout,FALSE,integer,,0-2700,engine-default,dynamic,Write and flush the logs every N seconds. This setting has an effect only when innodb_flush_log_at_trx_commit has a value of 2.
innodb_flush_log_at_trx_commit,TRUE,integer,,0-2,engine-default,dynamic,Determines Innodb transaction durability
innodb_flush_method,TRUE,string,O_DIRECT,O_DIRECT,system,static,Determines Innodb flush method
innodb_flush_neighbors,TRUE,integer,,0-2,engine-default,dynamic,Specifies whether flushing a page from the InnoDB buffer pool also flushes other dirty pages in the same extent.
innodb_flush_sync,TRUE,boolean,,"0, 1",engine-default,dynamic,Ignore the innodb_io_capacity setting to be ignored for bursts of I/O activity that occur at checkpoints.
innodb_flushing_avg_loops,FALSE,integer,,1-1000,engine-default,dynamic,"Number of iterations for which InnoDB keeps the previously calculated snapshot of the flushing state, controlling how quickly adaptive flushing responds to changing workloads."
innodb_force_load_corrupted,FALSE,boolean,,"0, 1",engine-default,static,Lets InnoDB load tables at startup that are marked as corrupted
innodb_ft_aux_table,TRUE,string,,,engine-default,dynamic,Specifies the qualified name of an InnoDB table containing a FULLTEXT index.
innodb_ft_cache_size,TRUE,integer,,0-4294967295,engine-default,static,Size of the cache that holds a parsed document in memory while creating an InnoDB FULLTEXT index.
innodb_ft_enable_diag_print,TRUE,boolean,,"0, 1",engine-default,dynamic,Whether to enable additional full-text search (FTS) diagnostic output.
innodb_ft_enable_stopword,TRUE,boolean,,"0, 1",engine-default,dynamic,Specifies that a set of stopwords is associated with an InnoDB FULLTEXT index at the time the index is created.
innodb_ft_max_token_size,TRUE,integer,,10-252,engine-default,static,Maximum length of words that are stored in an InnoDB FULLTEXT index.
innodb_ft_min_token_size,TRUE,integer,,0-16,engine-default,static,Minimum length of words that are stored in an InnoDB FULLTEXT index.
innodb_ft_num_word_optimize,TRUE,integer,,1-4294967295,engine-default,dynamic,Number of words to process during each OPTIMIZE TABLE operation on an InnoDB FULLTEXT index.
innodb_ft_result_cache_limit,TRUE,integer,,1000000-4294967295,engine-default,dynamic,The InnoDB FULLTEXT search (FTS) query result cache limit (defined in bytes) per FTS query or per thread.
innodb_ft_server_stopword_table,TRUE,string,,,engine-default,dynamic,"Name of the table containing a list of words to ignore when creating an InnoDB FULLTEXT index, in the format db_name/table_name."
innodb_ft_sort_pll_degree,TRUE,integer,,1-32,engine-default,static,"Number of threads used in parallel to index and tokenize text in an InnoDB FULLTEXT index, when building a search index for a large table."
innodb_ft_total_cache_size,TRUE,integer,,32000000-1600000000,engine-default,static,"The total memory allocated, in bytes, for the InnoDB FULLTEXT search index cache for all tables."
innodb_ft_user_stopword_table,TRUE,string,,,engine-default,dynamic,"Name of the table containing a list of words to ignore when creating an InnoDB FULLTEXT index, in the format db_name/table_name."
innodb_io_capacity,TRUE,integer,,100-18446744073709551615,engine-default,dynamic,The maximum number of I/O operations per second that InnoDB will perform.
innodb_io_capacity_max,TRUE,integer,,2000-18446744073709547520,engine-default,dynamic,The limit up to which InnoDB is allowed to extend the innodb_io_capacity setting in case of emergency.
innodb_large_prefix,TRUE,boolean,,"0, 1",engine-default,dynamic,Enables or disables Innodb Large Prefix for Keys
innodb_lock_wait_timeout,TRUE,integer,,1-1073741824,engine-default,dynamic,Timeout in seconds an innodb transaction may wait for a row lock before giving up
innodb_log_buffer_size,TRUE,integer,8388608,262144-4294967295,system,static,The size in bytes of the buffer that innodb uses to write to the log files on disk
innodb_log_checksums,TRUE,boolean,,"0, 1",engine-default,dynamic,Enables or disables checksums for redo log pages.
innodb_log_compressed_pages,TRUE,boolean,,"0, 1",engine-default,dynamic,Specifies whether images of re-compressed pages are stored in InnoDB redo logs.
innodb_log_file_size,TRUE,integer,134217728,128000000-274877906944,system,static,The size in bytes of each log file in a log group
innodb_log_group_home_dir,FALSE,string,/rdsdbdata/log/innodb,,system,static,The directory path to the innodb log files
innodb_log_write_ahead_size,TRUE,integer,,512-16384,engine-default,dynamic,"The write-ahead block size for the redo log, in bytes."
innodb_lru_scan_depth,TRUE,integer,,100-18446744073709551615,engine-default,dynamic,A parameter that influences the algorithms and heuristics for the flush operation for the InnoDB buffer pool.
